Type,Name,Net Payment This Period,Comparable Payment Prior Year,Period Percent Change,Payment Year to Date,Prior Year Payment Year to Date,Year Percent Change,Report Period,Report Year,Report Period Type
CITY,Mount Vernon,$0.00,$232.38,-100%,$0.00,$500.66,-100%,2,2013,"QUARTERLY"""
CITY,Hunters Creek Village,$3912.32,$2989.26,30.88%,$12844.86,$10354.75,24.05%,3,2015,"QUARTERLY"""
CITY,Hitchcock,$1770.81,$1165.64,51.92%,$8153.88,$5223.66,56.1%,4,2014,"QUARTERLY"""
COUNTY,Harrison,$6998.51,$5279.76,32.55%,$29482.93,$25328.49,16.4%,4,2013,"QUARTERLY"""
COUNTY,Austin,$2876.53,$2810.38,2.35%,$10399.59,$9247.22,12.46%,4,2014,"QUARTERLY"""
COUNTY,Baylor,$542.04,$162.97,232.6%,$1087.12,$162.97,567.07%,2,2013,"QUARTERLY"""
CITY,Boyd,$153.07,$215.21,-28.87%,$153.07,$215.21,-28.87%,1,2014,"QUARTERLY"""
CITY,The Colony,$56979.67,$52205.73,9.14%,$56979.67,$52205.73,9.14%,1,2016,"QUARTERLY"""
CITY,Union Valley,$283.06,$1160.58,-75.61%,$1022.29,$2390.95,-57.24%,2,2013,"QUARTERLY"""
CITY,Kilgore,$2932.83,$3007.89,-2.5%,$2932.83,$3007.89,-2.5%,1,2013,"QUARTERLY"""
COUNTY,Childress,$1711.26,$1299.55,31.68%,$6715.53,$5922.09,13.4%,4,2014,"QUARTERLY"""
CITY,Levelland,$1940.10,$2777.81,-30.16%,$1940.10,$2777.81,-30.16%,1,2016,"QUARTERLY"""
CITY,Trinity,$339.52,$322.48,5.28%,$627.41,$636.61,-1.45%,2,2013,"QUARTERLY"""
COUNTY,Hutchinson,$2557.16,$1951.86,31.01%,$2557.16,$1951.86,31.01%,1,2013,"QUARTERLY"""
CITY,Elsa,$418.20,$1490.24,-71.94%,$418.20,$1490.24,-71.94%,1,2015,"QUARTERLY"""
CITY,Sun Valley,$0.00,$0.00,0%,$0.00,$65.34,-100%,4,2015,"QUARTERLY"""
CITY,Canton,$3044.44,$1695.78,79.53%,$11792.32,$6043.61,95.12%,4,2013,"QUARTERLY"""
CITY,Bowie,$1208.29,$1403.46,-13.91%,$4549.56,$3639.43,25.01%,3,2014,"QUARTERLY"""
COUNTY,Blanco,$1535.10,$1104.40,39%,$3092.67,$2984.15,3.64%,2,2013,"QUARTERLY"""
CITY,Hallsville,$394.42,$607.06,-35.03%,$721.35,$1008.47,-28.47%,2,2016,"QUARTERLY"""
CITY,Hallsville,$394.42,$607.06,-35.03%,$721.35,$1008.47,-28.47%,2,2016,"QUARTERLY"""
CITY,Cushing,$80.50,$29.22,175.5%,$80.50,$29.22,175.5%,1,2015,"QUARTERLY"""
CITY,Portland,$4547.84,$4232.68,7.45%,$9048.03,$8095.52,11.77%,2,2013,"QUARTERLY"""
CITY,Bellville,$1187.32,$890.29,33.36%,$2981.50,$2576.55,15.72%,3,2013,"QUARTERLY"""
COUNTY,Cochran,$23.13,$72.28,-68%,$30.02,$88.38,-66.03%,2,2014,"QUARTERLY"""
CITY,Bellmead,$1682.24,$2826.83,-40.49%,$3083.94,$4571.33,-32.54%,2,2015,"QUARTERLY"""
CITY,Socorro,$928.00,$59.25,1466.24%,$2038.47,$256.43,694.94%,4,2015,"QUARTERLY"""
CITY,Midland,$165371.19,$185279.73,-10.75%,$527398.87,$524966.57,0.46%,3,2015,"QUARTERLY"""
COUNTY,Brooks,$65.91,$98.30,-32.95%,$225.35,$521.32,-56.77%,3,2013,"QUARTERLY"""
COUNTY,Upshur,$2273.43,$61.17,3616.58%,$3481.01,$96.79,3496.46%,2,2014,"QUARTERLY"""
CITY,Selma,$18418.80,$12618.47,45.97%,$63483.09,$53803.25,17.99%,4,2013,"QUARTERLY"""
COUNTY,Deaf Smith,$2861.97,$3185.83,-10.17%,$2861.97,$3185.83,-10.17%,1,2016,"QUARTERLY"""
CITY,Slaton,$58.35,$43.90,32.92%,$58.35,$43.90,32.92%,1,2014,"QUARTERLY"""
COUNTY,Rockwall,$50874.08,$48240.60,5.46%,$50874.08,$48240.60,5.46%,1,2013,"QUARTERLY"""
CITY,Pecos,$1058.37,$2156.83,-50.93%,$4493.48,$5573.84,-19.38%,4,2015,"QUARTERLY"""
CITY,Horseshoe Bay,$13081.35,$11617.12,12.6%,$22231.05,$19070.19,16.57%,2,2013,"QUARTERLY"""
COUNTY,Waller,$1645.41,$1479.20,11.24%,$5455.43,$5635.13,-3.19%,4,2013,"QUARTERLY"""
CITY,Coppell,$16990.57,$14947.71,13.67%,$71903.89,$54481.30,31.98%,4,2014,"QUARTERLY"""
CITY,Fairview,$19614.14,$18434.41,6.4%,$19614.14,$18434.41,6.4%,1,2015,"QUARTERLY"""
COUNTY,Harrison,$8466.19,$6476.01,30.73%,$15050.27,$13661.09,10.17%,2,2013,"QUARTERLY"""
CITY,Canton,$4522.23,$4116.58,9.85%,$8885.86,$6917.60,28.45%,2,2016,"QUARTERLY"""
CITY,Canton,$4522.23,$4116.58,9.85%,$8885.86,$6917.60,28.45%,2,2016,"QUARTERLY"""
CITY,Memphis,$370.26,$386.46,-4.19%,$1332.02,$1018.30,30.81%,3,2015,"QUARTERLY"""
CITY,Cactus,$247.64,$395.65,-37.41%,$460.12,$1684.44,-72.68%,3,2013,"QUARTERLY"""
CITY,Huntsville,$28613.36,$28668.92,-0.19%,$56181.09,$56017.75,0.29%,2,2016,"QUARTERLY"""
CITY,Huntsville,$28613.36,$28668.92,-0.19%,$56181.09,$56017.75,0.29%,2,2016,"QUARTERLY"""
CITY,Bastrop,$12845.84,$11005.08,16.73%,$37859.72,$28824.07,31.35%,3,2015,"QUARTERLY"""
CITY,Howardwick,$99.41,$221.33,-55.09%,$164.85,$391.22,-57.86%,2,2013,"QUARTERLY"""
COUNTY,Presidio,$5014.73,$4657.75,7.66%,$5014.73,$4657.75,7.66%,1,2016,"QUARTERLY"""
COUNTY,Coryell,$9083.88,$8893.04,2.15%,$17266.47,$16221.82,6.44%,2,2015,"QUARTERLY"""
CITY,Jacinto City,$1603.95,$1425.59,12.51%,$4278.74,$4457.14,-4%,3,2013,"QUARTERLY"""
COUNTY,Hays,$188443.19,$152693.57,23.41%,$347905.27,$287071.78,21.19%,2,2016,"QUARTERLY"""
COUNTY,Hays,$188443.19,$152693.57,23.41%,$347905.27,$287071.78,21.19%,2,2016,"QUARTERLY"""
COUNTY,McLennan,$147910.49,$138234.28,7%,$304216.31,$262635.34,15.83%,2,2015,"QUARTERLY"""
CITY,Runaway Bay,$482.97,$389.07,24.13%,$1052.96,$942.54,11.72%,3,2013,"QUARTERLY"""
CITY,Rollingwood,$982.80,$1217.29,-19.26%,$3463.54,$1443.61,139.92%,3,2015,"QUARTERLY"""
CITY,Copperas Cove,$5273.57,$4894.72,7.74%,$10195.25,$8878.15,14.84%,2,2015,"QUARTERLY"""
CITY,Plainview,$8502.22,$8608.42,-1.23%,$8502.22,$8608.42,-1.23%,1,2016,"QUARTERLY"""
CITY,Levelland,$1901.62,$2899.67,-34.42%,$8792.36,$6362.61,38.19%,4,2014,"QUARTERLY"""
CITY,Kerens,$53.94,$14.42,274.06%,$53.94,$14.42,274.06%,1,2014,"QUARTERLY"""
COUNTY,Cass,$1897.78,$2520.84,-24.72%,$6370.02,$7209.06,-11.64%,3,2015,"QUARTERLY"""
CITY,Dimmitt,$398.11,$467.50,-14.84%,$398.11,$467.50,-14.84%,1,2013,"QUARTERLY"""
CITY,Hearne,$600.07,$520.66,15.25%,$1228.20,$1027.88,19.49%,2,2013,"QUARTERLY"""
CITY,Wallis,$199.45,$143.79,38.71%,$703.03,$542.89,29.5%,4,2013,"QUARTERLY"""
CITY,Jamaica Beach,$1002.92,$1126.92,-11%,$4048.74,$4032.36,0.41%,4,2015,"QUARTERLY"""
CITY,Red Oak,$2622.86,$1949.64,34.53%,$6851.13,$6260.86,9.43%,3,2015,"QUARTERLY"""
CITY,Jasper,$1755.13,$1872.74,-6.28%,$5548.34,$4430.15,25.24%,3,2014,"QUARTERLY"""
CITY,Nocona,$688.48,$601.87,14.39%,$2898.18,$1398.48,107.24%,4,2014,"QUARTERLY"""
COUNTY,Upshur,$61.17,$344.35,-82.24%,$96.79,$379.47,-74.49%,2,2013,"QUARTERLY"""
CITY,Wilmer,$1073.60,$573.70,87.14%,$3431.14,$2708.99,26.66%,4,2013,"QUARTERLY"""
CITY,Henrietta,$77.30,$21.98,251.68%,$898.87,$21.98,3989.49%,4,2015,"QUARTERLY"""
COUNTY,Jackson,$457.05,$445.60,2.57%,$783.31,$632.70,23.8%,2,2016,"QUARTERLY"""
COUNTY,Jackson,$457.05,$445.60,2.57%,$783.31,$632.70,23.8%,2,2016,"QUARTERLY"""
CITY,Slaton,$43.90,$0.00,0%,$43.90,$0.00,0%,1,2013,"QUARTERLY"""
COUNTY,Hockley,$1419.61,$979.34,44.96%,$3462.94,$2309.08,49.97%,3,2013,"QUARTERLY"""
CITY,Leonard,$84.85,$48.27,75.78%,$133.16,$94.49,40.92%,2,2013,"QUARTERLY"""
CITY,Freeport,$7858.69,$7357.65,6.81%,$19144.88,$19812.45,-3.37%,3,2013,"QUARTERLY"""
COUNTY,Madison,$3157.18,$3161.86,-0.15%,$3157.18,$3161.86,-0.15%,1,2015,"QUARTERLY"""
COUNTY,Brooks,$70.71,$97.67,-27.6%,$296.06,$618.99,-52.17%,4,2013,"QUARTERLY"""
COUNTY,Kleberg,$13497.64,$13912.95,-2.99%,$26147.50,$26812.47,-2.48%,2,2016,"QUARTERLY"""
COUNTY,Kleberg,$13497.64,$13912.95,-2.99%,$26147.50,$26812.47,-2.48%,2,2016,"QUARTERLY"""
COUNTY,Llano,$31612.95,$30970.33,2.07%,$50668.59,$47746.26,6.12%,2,2016,"QUARTERLY"""
COUNTY,Llano,$31612.95,$30970.33,2.07%,$50668.59,$47746.26,6.12%,2,2016,"QUARTERLY"""
COUNTY,Hartley,$334.72,$271.96,23.08%,$1403.62,$1613.03,-12.98%,4,2013,"QUARTERLY"""
CITY,Odessa,$163372.83,$139161.13,17.4%,$163372.83,$139161.13,17.4%,1,2015,"QUARTERLY"""
COUNTY,Coryell,$8182.59,$7328.78,11.65%,$8182.59,$7328.78,11.65%,1,2015,"QUARTERLY"""
CITY,Watauga,$14809.52,$11543.99,28.29%,$63095.46,$35175.81,79.37%,3,2014,"QUARTERLY"""
CITY,Hallettsville,$1573.50,$1285.26,22.43%,$3223.05,$2365.23,36.27%,2,2015,"QUARTERLY"""
COUNTY,Montague,$2839.73,$3137.43,-9.49%,$2839.73,$3137.43,-9.49%,1,2015,"QUARTERLY"""
CITY,Canton,$4506.96,$3208.72,40.46%,$11424.56,$9943.95,14.89%,3,2015,"QUARTERLY"""
CITY,Willow Park,$2883.94,$3010.30,-4.2%,$2883.94,$3010.30,-4.2%,1,2013,"QUARTERLY"""
COUNTY,Archer,$412.62,$497.78,-17.11%,$948.23,$919.42,3.13%,2,2015,"QUARTERLY"""
CITY,Donna,$4.15,$331.70,-98.75%,$4.15,$331.70,-98.75%,2,2013,"QUARTERLY"""
CITY,Corrigan,$198.29,$317.47,-37.54%,$1045.29,$1276.35,-18.1%,4,2014,"QUARTERLY"""
CITY,Farmers Branch,$20558.31,$16789.85,22.44%,$67309.95,$43443.08,54.94%,3,2014,"QUARTERLY"""
CITY,Pflugerville,$26886.69,$16559.43,62.36%,$85722.16,$71329.63,20.18%,4,2015,"QUARTERLY"""
COUNTY,Rains,$181.51,$3.34,5334.43%,$181.51,$3.34,5334.43%,1,2013,"QUARTERLY"""
CITY,Sunset Valley,$8418.16,$7669.11,9.77%,$16482.96,$15373.91,7.21%,2,2013,"QUARTERLY"""
CITY,Katy,$17962.77,$17286.88,3.91%,$34882.75,$31913.08,9.31%,2,2015,"QUARTERLY"""
CITY,Mason,$609.91,$0.00,0%,$807.70,$0.00,0%,4,2014,"QUARTERLY"""
COUNTY,Somervell,$4151.37,$3307.24,25.52%,$6882.77,$5632.00,22.21%,2,2016,"QUARTERLY"""
COUNTY,Somervell,$4151.37,$3307.24,25.52%,$6882.77,$5632.00,22.21%,2,2016,"QUARTERLY"""
CITY,Chandler,$92.25,$0.00,0%,$92.25,$0.00,0%,2,2013,"QUARTERLY"""
COUNTY,Liberty,$12119.90,$10557.36,14.8%,$12119.90,$10557.36,14.8%,1,2016,"QUARTERLY"""
CITY,Midland,$179912.38,$116190.95,54.84%,$339686.84,$229478.04,48.03%,2,2014,"QUARTERLY"""
COUNTY,Deaf Smith,$1845.93,$1856.23,-0.55%,$1845.93,$1856.23,-0.55%,1,2013,"QUARTERLY"""
CITY,Malakoff,$1349.94,$1772.40,-23.84%,$1349.94,$1772.40,-23.84%,1,2013,"QUARTERLY"""
CITY,Baird,$304.86,$332.65,-8.35%,$304.86,$332.65,-8.35%,1,2015,"QUARTERLY"""
CITY,Colleyville,$19327.20,$23974.84,-19.39%,$108041.07,$80357.68,34.45%,4,2014,"QUARTERLY"""
CITY,Nolanville,$1124.09,$662.18,69.76%,$1124.09,$662.18,69.76%,1,2014,"QUARTERLY"""
CITY,Corrigan,$148.87,$264.20,-43.65%,$742.16,$847.00,-12.38%,3,2015,"QUARTERLY"""
CITY,Mabank,$1060.77,$899.70,17.9%,$2226.98,$1753.59,27%,2,2015,"QUARTERLY"""
CITY,North Cleveland,$343.35,$213.73,60.65%,$730.13,$477.25,52.99%,2,2014,"QUARTERLY"""
COUNTY,La Salle,$2790.70,$4107.81,-32.06%,$6603.66,$8562.42,-22.88%,2,2016,"QUARTERLY"""
COUNTY,La Salle,$2790.70,$4107.81,-32.06%,$6603.66,$8562.42,-22.88%,2,2016,"QUARTERLY"""
COUNTY,Atascosa,$6860.51,$10277.98,-33.25%,$21730.31,$25437.19,-14.57%,3,2015,"QUARTERLY"""
COUNTY,Camp,$1107.00,$699.70,58.21%,$2034.76,$1364.27,49.15%,2,2014,"QUARTERLY"""
CITY,Crandall,$226.01,$186.56,21.15%,$925.13,$643.26,43.82%,4,2013,"QUARTERLY"""
COUNTY,Menard,$119.25,$61.61,93.56%,$119.25,$61.61,93.56%,1,2015,"QUARTERLY"""
CITY,Blum,$478.54,$882.95,-45.8%,$1513.07,$2276.15,-33.53%,4,2015,"QUARTERLY"""
CITY,University Park,$39172.31,$23972.70,63.4%,$39172.31,$23972.70,63.4%,1,2014,"QUARTERLY"""
CITY,Rosenberg,$10252.23,$8604.67,19.15%,$19720.19,$17257.20,14.27%,2,2013,"QUARTERLY"""
CITY,Brownwood,$7914.32,$5912.20,33.86%,$24886.24,$24962.79,-0.31%,4,2013,"QUARTERLY"""
CITY,West University Place,$4565.02,$3770.11,21.08%,$12316.10,$9164.70,34.39%,3,2014,"QUARTERLY"""
CITY,Elsa,$0.00,$736.58,-100%,$2957.17,$3074.00,-3.8%,3,2015,"QUARTERLY"""
CITY,Rowlett,$16309.21,$15861.25,2.82%,$69677.73,$63480.05,9.76%,4,2015,"QUARTERLY"""
CITY,Coldspring,$228.01,$737.53,-69.08%,$875.45,$1676.73,-47.79%,3,2013,"QUARTERLY"""
COUNTY,Wheeler,$1542.94,$1940.69,-20.5%,$1542.94,$1940.69,-20.5%,1,2016,"QUARTERLY"""
COUNTY,McLennan,$144722.35,$128721.82,12.43%,$448938.66,$391357.16,14.71%,3,2015,"QUARTERLY"""
CITY,Sabinal,$0.00,$15.57,-100%,$0.00,$34.47,-100%,2,2013,"QUARTERLY"""
CITY,Bay City,$8963.12,$6922.23,29.48%,$24996.25,$18069.02,38.34%,3,2014,"QUARTERLY"""
CITY,Dripping Springs,$4407.26,$5335.02,-17.39%,$8008.53,$9278.40,-13.69%,2,2013,"QUARTERLY"""
COUNTY,Terry,$231.16,$701.71,-67.06%,$231.16,$701.71,-67.06%,1,2014,"QUARTERLY"""
COUNTY,Frio,$3657.20,$2769.41,32.06%,$6070.78,$4744.71,27.95%,2,2015,"QUARTERLY"""
CITY,Melissa,$0.00,$0.00,0%,$0.00,$0.67,-100%,4,2014,"QUARTERLY"""
CITY,Nassau Bay,$3294.01,$3872.89,-14.95%,$7318.24,$8041.21,-8.99%,2,2016,"QUARTERLY"""
CITY,Nassau Bay,$3294.01,$3872.89,-14.95%,$7318.24,$8041.21,-8.99%,2,2016,"QUARTERLY"""
COUNTY,Jackson,$330.94,$339.46,-2.51%,$1282.62,$1041.71,23.13%,4,2015,"QUARTERLY"""
CITY,Brownsville,$72077.94,$67550.44,6.7%,$225553.25,$187394.61,20.36%,3,2014,"QUARTERLY"""
COUNTY,Bexar,$1649138.16,$1560474.25,5.68%,$3094171.52,$2982613.02,3.74%,2,2013,"QUARTERLY"""
COUNTY,Fannin,$3062.04,$3334.21,-8.16%,$13787.29,$12408.47,11.11%,4,2014,"QUARTERLY"""
CITY,Arlington,$428987.51,$434974.26,-1.38%,$853626.55,$897715.60,-4.91%,2,2016,"QUARTERLY"""
CITY,Arlington,$428987.51,$434974.26,-1.38%,$853626.55,$897715.60,-4.91%,2,2016,"QUARTERLY"""
CITY,Richland Hills,$385.84,$522.46,-26.15%,$1533.69,$1608.25,-4.64%,3,2015,"QUARTERLY"""
COUNTY,Taylor,$71793.81,$54473.14,31.8%,$265874.77,$224384.03,18.49%,4,2013,"QUARTERLY"""
CITY,West Lake Hills,$3564.18,$3267.68,9.07%,$14707.02,$12936.46,13.69%,4,2014,"QUARTERLY"""
CITY,Castle Hills,$2113.81,$597.34,253.87%,$2990.99,$1106.35,170.35%,2,2014,"QUARTERLY"""
CITY,Jacksboro,$422.05,$423.19,-0.27%,$422.05,$423.19,-0.27%,1,2013,"QUARTERLY"""
CITY,Wilmer,$1006.70,$659.84,52.57%,$2357.54,$2135.29,10.41%,3,2013,"QUARTERLY"""
CITY,Rowlett,$15911.19,$17514.17,-9.15%,$47618.80,$44472.04,7.08%,3,2014,"QUARTERLY"""
COUNTY,Delta,$120.15,$0.00,0%,$120.15,$0.00,0%,3,2013,"QUARTERLY"""
CITY,La Grange,$1946.30,$1454.98,33.77%,$5203.15,$4827.83,7.77%,3,2013,"QUARTERLY"""
CITY,Heath,$1681.72,$1212.76,38.67%,$2886.14,$1832.52,57.5%,2,2014,"QUARTERLY"""
CITY,Wylie,$7690.23,$7685.33,0.06%,$14779.94,$15001.98,-1.48%,2,2016,"QUARTERLY"""
CITY,Wylie,$7690.23,$7685.33,0.06%,$14779.94,$15001.98,-1.48%,2,2016,"QUARTERLY"""
CITY,Helotes,$7719.48,$5436.54,41.99%,$18202.07,$13799.06,31.91%,3,2013,"QUARTERLY"""
CITY,Kilgore,$5747.15,$5706.70,0.71%,$17146.48,$12088.14,41.85%,3,2014,"QUARTERLY"""
COUNTY,Hemphill,$2205.44,$2377.05,-7.22%,$7139.27,$8021.59,-11%,3,2015,"QUARTERLY"""
CITY,Waxahachie,$21240.03,$18721.74,13.45%,$62774.28,$49446.31,26.95%,3,2014,"QUARTERLY"""
COUNTY,Brooks,$90.10,$221.44,-59.31%,$90.10,$221.44,-59.31%,1,2013,"QUARTERLY"""
CITY,De Soto,$8805.30,$9161.50,-3.89%,$19447.65,$17847.55,8.97%,2,2015,"QUARTERLY"""
CITY,Dickinson,$11643.83,$12104.25,-3.8%,$35751.10,$38804.12,-7.87%,3,2015,"QUARTERLY"""
COUNTY,Culberson,$373.97,$340.47,9.84%,$1125.53,$956.65,17.65%,3,2013,"QUARTERLY"""
CITY,Stafford,$50883.34,$29641.37,71.66%,$96800.96,$56199.03,72.25%,2,2014,"QUARTERLY"""
COUNTY,Wichita,$63963.54,$50499.67,26.66%,$247078.60,$211294.13,16.94%,4,2013,"QUARTERLY"""
CITY,Mexia,$1455.30,$1189.75,22.32%,$3799.98,$3839.74,-1.04%,3,2013,"QUARTERLY"""
CITY,West Tawakoni,$1693.34,$2448.63,-30.85%,$5408.01,$6401.43,-15.52%,3,2015,"QUARTERLY"""
CITY,Shamrock,$1854.90,$1963.60,-5.54%,$3185.61,$3642.23,-12.54%,2,2013,"QUARTERLY"""
CITY,Dumas,$3771.79,$3500.11,7.76%,$10961.69,$9386.76,16.78%,3,2014,"QUARTERLY"""
CITY,Katy,$16915.43,$16919.98,-0.03%,$16915.43,$16919.98,-0.03%,1,2016,"QUARTERLY"""
COUNTY,Colorado,$2743.19,$3211.49,-14.58%,$5556.26,$6132.73,-9.4%,2,2013,"QUARTERLY"""
CITY,Harker Heights,$25245.06,$23791.96,6.11%,$25245.06,$23791.96,6.11%,1,2014,"QUARTERLY"""
COUNTY,Bailey,$270.57,$183.42,47.51%,$1206.19,$1158.88,4.08%,4,2013,"QUARTERLY"""
CITY,Universal City,$12394.73,$9661.70,28.29%,$36281.15,$25658.11,41.4%,3,2014,"QUARTERLY"""
COUNTY,Moore,$4340.28,$4011.60,8.19%,$16940.15,$15406.00,9.96%,4,2014,"QUARTERLY"""
CITY,Friendswood,$9905.17,$9741.12,1.68%,$38474.98,$35835.05,7.37%,4,2015,"QUARTERLY"""
CITY,Olmos Park,$4832.46,$4150.12,16.44%,$4832.46,$4150.12,16.44%,1,2016,"QUARTERLY"""
CITY,Nederland,$4832.60,$5374.04,-10.08%,$10673.01,$7279.98,46.61%,2,2015,"QUARTERLY"""
CITY,Stafford,$51622.50,$36236.68,42.46%,$148423.46,$92435.71,60.57%,3,2014,"QUARTERLY"""
CITY,Dripping Springs,$11667.19,$10059.06,15.99%,$19484.95,$18018.71,8.14%,2,2016,"QUARTERLY"""
CITY,Dripping Springs,$11667.19,$10059.06,15.99%,$19484.95,$18018.71,8.14%,2,2016,"QUARTERLY"""
CITY,Liberty,$1969.68,$2985.73,-34.03%,$12494.96,$11602.00,7.7%,4,2014,"QUARTERLY"""
CITY,Vidor,$1199.64,$1593.12,-24.7%,$5549.26,$5620.42,-1.27%,4,2015,"QUARTERLY"""
CITY,Fairview,$17165.00,$18213.49,-5.76%,$75656.32,$72154.68,4.85%,4,2014,"QUARTERLY"""
CITY,Round Top,$781.15,$720.11,8.48%,$781.15,$720.11,8.48%,1,2016,"QUARTERLY"""
CITY,Village Of The Hills,$2700.64,$1360.27,98.54%,$7953.30,$3898.96,103.99%,4,2013,"QUARTERLY"""
CITY,River Oaks,$38.88,$45.96,-15.4%,$38.88,$45.96,-15.4%,1,2015,"QUARTERLY"""
CITY,Hughes Springs,$345.06,$351.59,-1.86%,$345.06,$351.59,-1.86%,1,2016,"QUARTERLY"""
COUNTY,Jeff Davis,$844.49,$648.53,30.22%,$2983.64,$2620.25,13.87%,4,2016,"QUARTERLY"""
COUNTY,Burnet,$16062.35,$14000.65,14.73%,$65346.10,$53364.09,22.45%,4,2014,"QUARTERLY"""
CITY,Shamrock,$2162.41,$2105.96,2.68%,$4103.10,$4212.68,-2.6%,2,2015,"QUARTERLY"""
CITY,Manvel,$62.35,$0.00,0%,$122.28,$0.00,0%,2,2015,"QUARTERLY"""
CITY,San Angelo,$79229.21,$93169.35,-14.96%,$345461.09,$365931.61,-5.59%,4,2015,"QUARTERLY"""
COUNTY,Leon,$2310.12,$2029.19,13.84%,$2310.12,$2029.19,13.84%,1,2016,"QUARTERLY"""
CITY,Meadows Place,$1559.95,$1000.58,55.9%,$1559.95,$1000.58,55.9%,1,2014,"QUARTERLY"""
CITY,Annetta,$96.74,$98.48,-1.77%,$96.74,$98.48,-1.77%,1,2013,"QUARTERLY"""
CITY,Opdyke West,$738.11,$1227.93,-39.89%,$738.11,$1227.93,-39.89%,1,2015,"QUARTERLY"""
CITY,Burkburnett,$285.80,$234.60,21.82%,$982.64,$988.55,-0.6%,4,2013,"QUARTERLY"""
CITY,West Lake Hills,$3242.57,$1743.19,86.01%,$3242.57,$1743.19,86.01%,1,2013,"QUARTERLY"""
CITY,Weslaco,$24823.15,$24838.74,-0.06%,$104463.14,$97711.35,6.91%,4,2015,"QUARTERLY"""
CITY,Dallas,$1817819.37,$1725074.48,5.38%,$1817819.37,$1725074.48,5.38%,1,2013,"QUARTERLY"""
CITY,Meadowlakes,$286.98,$289.06,-0.72%,$286.98,$289.06,-0.72%,1,2013,"QUARTERLY"""
COUNTY,Shackelford,$1092.77,$1006.19,8.6%,$1092.77,$1006.19,8.6%,1,2014,"QUARTERLY"""
CITY,Beaumont,$113420.28,$115320.14,-1.65%,$113420.28,$115320.14,-1.65%,1,2016,"QUARTERLY"""
COUNTY,Refugio,$129.56,$0.00,0%,$129.56,$0.00,0%,1,2016,"QUARTERLY"""
CITY,Cleveland,$3225.33,$2801.23,15.14%,$3225.33,$2801.23,15.14%,1,2013,"QUARTERLY"""
CITY,Seabrook,$32140.96,$22723.77,41.44%,$137418.33,$100843.34,36.27%,4,2013,"QUARTERLY"""
CITY,Albany,$1230.93,$971.96,26.64%,$4100.73,$3839.05,6.82%,4,2013,"QUARTERLY"""
CITY,Wallis,$167.36,$146.34,14.36%,$305.27,$266.49,14.55%,2,2013,"QUARTERLY"""
CITY,Bellville,$1063.42,$998.03,6.55%,$1063.42,$998.03,6.55%,1,2014,"QUARTERLY"""
CITY,Panorama Village,$496.89,$393.69,26.21%,$496.89,$393.69,26.21%,1,2016,"QUARTERLY"""
CITY,Converse,$2766.64,$1785.87,54.92%,$2766.64,$1785.87,54.92%,1,2016,"QUARTERLY"""
COUNTY,Donley,$132.21,$110.49,19.66%,$176.43,$196.66,-10.29%,2,2015,"QUARTERLY"""
COUNTY,Dimmit,$5285.68,$3811.94,38.66%,$10195.36,$5455.94,86.87%,2,2014,"QUARTERLY"""
COUNTY,Gray,$1701.57,$555.35,206.4%,$4698.77,$2163.41,117.19%,4,2013,"QUARTERLY"""
CITY,Anna,$270.91,$262.79,3.09%,$804.35,$873.34,-7.9%,3,2015,"QUARTERLY"""
COUNTY,Ochiltree,$3029.84,$3442.86,-12%,$10363.83,$9227.51,12.31%,3,2015,"QUARTERLY"""
CITY,Euless,$22670.43,$20263.47,11.88%,$39090.55,$35289.37,10.77%,2,2015,"QUARTERLY"""
CITY,La Feria,$369.73,$0.00,0%,$2250.58,$0.00,0%,3,2015,"QUARTERLY"""
COUNTY,Fayette,$6629.83,$5891.63,12.53%,$20718.92,$19353.25,7.06%,3,2015,"QUARTERLY"""
CITY,Pantego,$3726.48,$3971.92,-6.18%,$15600.36,$16178.21,-3.57%,4,2015,"QUARTERLY"""
CITY,Madisonville,$2440.67,$3460.87,-29.48%,$5357.26,$6418.21,-16.53%,2,2016,"QUARTERLY"""
CITY,Madisonville,$2440.67,$3460.87,-29.48%,$5357.26,$6418.21,-16.53%,2,2016,"QUARTERLY"""
CITY,Burnet,$1188.38,$1013.55,17.25%,$2997.12,$2519.78,18.94%,3,2013,"QUARTERLY"""
CITY,Cranfills Gap,$829.18,$975.74,-15.02%,$3068.71,$3391.11,-9.51%,4,2015,"QUARTERLY"""
CITY,Pharr,$28015.54,$33537.04,-16.46%,$28015.54,$33537.04,-16.46%,1,2016,"QUARTERLY"""
COUNTY,Parmer,$0.00,$24.51,-100%,$0.00,$46.22,-100%,3,2015,"QUARTERLY"""
CITY,Dalhart,$540.87,$328.88,64.46%,$540.87,$328.88,64.46%,1,2014,"QUARTERLY"""
COUNTY,Trinity,$2326.42,$1982.13,17.37%,$7037.79,$5464.19,28.8%,4,2015,"QUARTERLY"""
CITY,Burleson,$16982.73,$19666.61,-13.65%,$31535.93,$33220.86,-5.07%,2,2013,"QUARTERLY"""
CITY,Childress,$1098.72,$1144.33,-3.99%,$1098.72,$1144.33,-3.99%,1,2013,"QUARTERLY"""
CITY,Vega,$223.81,$651.04,-65.62%,$223.81,$651.04,-65.62%,1,2015,"QUARTERLY"""
COUNTY,Mason,$609.91,$0.00,0%,$807.70,$1077.87,-25.07%,4,2014,"QUARTERLY"""
